timenumber,time,speakerturn,speaker,originaltext,cleantext,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
3715,74:05:00,3714,TRUMP,WHAT DID HE DO WITH --,WHAT DID HE DO WITH --,5,1,97.69,1,25.77,5,0,100,100,40,20,0,0,0,20,0,20,0,20,40,0,0,0,40,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0
3717,74:10:00,3716,TRUMP,BIDEN: NONE OF THAT IS TRUE.,  NONE OF THAT IS TRUE.,5,8.69,2.31,1,99,5,0,100,80,20,0,0,0,0,0,0,20,0,20,20,0,0,20,20,20,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
3719,74:20:00,3718,TRUMP,TOTALLY DISCREDITED.,TOTALLY DISCREDITED.,2,1.92,50,1,25.77,2,100,50,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
3721,74:25:00,3720,TRUMP,MODERATOR: IT'S AN OPEN,  IT'S AN OPEN,3,18.82,50,98.01,25.77,3,0,100,66.67,33.33,0,0,0,0,0,0,33.33,33.33,0,33.33,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0
3723,74:31:00,3722,TRUMP,DISCUSSION.,DISCUSSION.,1,93.26,99,1,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
3725,74:31:00,3724,TRUMP,[INAUDIBLE],[INAUDIBLE],1,93.26,50,1,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200
3727,74:34:00,3726,TRUMP,TRUMP: WITH NO EXPERIENCE IN,  WITH NO EXPERIENCE IN,4,99,1,74.76,25.77,4,25,100,75,0,0,0,0,0,0,0,0,0,50,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,74:34:00,3728,TRUMP,ENERGY.,ENERGY.,1,93.26,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
3731,74:36:00,3730,BIDEN,BIDEN: MY SON DID NOTHING WRONG,  MY SON DID NOTHING WRONG,5,1,2.31,43.37,1,5,20,100,60,20,20,20,0,0,0,0,0,0,0,20,0,0,20,20,20,0,0,0,0,20,0,20,0,0,0,20,20,0,0,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,74:38:00,3732,BIDEN,AT BURISMA.,AT BURISMA.,2,99,50,99,25.77,2,50,50,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
3735,74:39:00,3734,WALLACE,"MODERATOR: MR. PRESIDENT, LET","  MR. PRESIDENT, LET",3,18.82,50,1,25.77,3,33.33,66.67,33.33,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,33.33,0,0,0,0,0,0,0,0,0
3737,74:40:00,3736,WALLACE,HIM ANSWER.,HIM ANSWER.,2,1.92,99,1,25.77,2,0,100,50,50,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
3739,74:41:00,3738,BIDEN,BIDEN: HE DOESN'T WANT TO LET ME,  HE DOESN'T WANT TO LET ME,6,1,4.8,1,25.77,6,0,100,83.33,33.33,33.33,16.67,0,0,16.67,0,0,0,16.67,33.33,0,0,16.67,50,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0
3741,74:43:00,3740,BIDEN,ANSWER BECAUSE HE KNOWS I HAVE,ANSWER BECAUSE HE KNOWS I HAVE,6,1,50,98.01,25.77,6,16.67,100,66.67,33.33,33.33,16.67,0,0,16.67,0,0,0,0,16.67,0,16.67,0,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,50,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,74:43:00,3742,BIDEN,THE TRUTH.,THE TRUTH.,2,99,50,1,99,2,0,100,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
3745,74:45:00,3744,BIDEN,"THE POSITION HAS BEEN TOTALLY,","THE POSITION HAS BEEN TOTALLY,",5,8.69,50,43.37,25.77,5,40,100,80,0,0,0,0,0,0,0,0,20,0,40,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0
3747,74:48:00,3746,BIDEN,THOROUGHLY DISCREDITED.,THOROUGHLY DISCREDITED.,2,93.26,50,1,25.77,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
3749,74:51:00,3748,BIDEN,"BY THE MEDIA, BY OUR ALLIES, THE","BY THE MEDIA, BY OUR ALLIES, THE",7,99,99,1,25.77,7,0,85.71,71.43,14.29,14.29,0,14.29,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,0,0,0,0,0,0
3751,74:54:00,3750,BIDEN,"WORLD BANK, BY EVERYONE.","WORLD BANK, BY EVERYONE.",4,93.26,99,74.76,25.77,4,25,100,50,25,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,0,0,25,0,0,0,0,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,0
3753,74:55:00,3752,BIDEN,IT'S DISCREDITED.,IT'S DISCREDITED.,2,1,50,1,25.77,2,50,50,50,50,0,0,0,0,0,0,50,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,50,0,0
3755,75:06:00,3754,BIDEN,MATTER OF FACT --,MATTER OF FACT --,3,99,50,1,25.77,3,0,66.67,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,66.67,0,0,0,0
3757,75:08:00,3756,TRUMP,TRUMP: $3.5 MILLION FROM MOSCOW.,  $3.5 MILLION FROM MOSCOW.,4,99,50,1,25.77,4,25,50,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,25
3759,75:10:00,3758,BIDEN,BIDEN: HE TESTIFIED UNDER OATH,  HE TESTIFIED UNDER OATH,4,93.26,99,1,25.77,4,25,50,50,25,25,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,75:11:00,3760,BIDEN,AND SAID I DID MY JOB AND I DID,AND SAID I DID MY JOB AND I DID,9,1,1.38,98.01,25.77,9,0,100,77.78,33.33,33.33,33.33,0,0,0,0,0,0,0,22.22,0,22.22,0,33.33,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,75:15:00,3762,BIDEN,IT VERY WELL.,IT VERY WELL.,3,1,50,1,99,3,0,100,100,33.33,0,0,0,0,0,0,33.33,0,0,0,66.67,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
3765,75:18:00,3764,TRUMP,TRUMP: I WILL GIVE YOU THE LIST,  I WILL GIVE YOU THE LIST,6,18.82,99,23.51,25.77,6,0,83.33,66.67,33.33,33.33,16.67,0,16.67,0,0,0,16.67,0,16.67,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,75:18:00,3766,TRUMP,OF PEOPLE --,OF PEOPLE --,2,99,99,1,25.77,2,0,100,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0
3769,75:19:00,3768,BIDEN,BIDEN: YOU'VE ALREADY FIRED MOST,  YOU'VE ALREADY FIRED MOST,4,1,99,74.76,1,4,25,100,50,25,25,0,0,25,0,0,0,0,0,25,25,0,0,25,25,25,0,0,25,25,0,25,0,0,0,25,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0
3771,75:23:00,3770,BIDEN,OF THEM BECAUSE THEY DID THEIR,OF THEM BECAUSE THEY DID THEIR,6,1,99,1,25.77,6,16.67,100,100,50,50,0,0,0,0,50,0,0,16.67,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,75:24:00,3772,BIDEN,JOBS.,JOBS.,1,93.26,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
3775,75:26:00,3774,BIDEN,MODERATOR: YOU GET THE FINAL,  YOU GET THE FINAL,4,93.26,99,74.76,25.77,4,0,100,50,25,25,0,0,25,0,0,0,25,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,25,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,75:27:00,3776,BIDEN,WORD.,WORD.,1,93.26,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
3779,75:28:00,3778,BIDEN,BIDEN: IT'S HARD TO GET ANY WORD,  IT'S HARD TO GET ANY WORD,6,62.04,50,1,25.77,6,0,83.33,33.33,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,33.33,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,0,0,16.67,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0
3781,75:34:00,3780,BIDEN,IN WITH THIS CLOWN.,IN WITH THIS CLOWN.,4,99,50,74.76,25.77,4,0,75,75,25,0,0,0,0,0,0,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
3783,75:35:00,3782,TRUMP,TRUMP: WHY DID HE DESERVE,  WHY DID HE DESERVE,4,1,99,1,25.77,4,25,75,75,25,25,0,0,0,25,0,0,0,0,25,25,0,0,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,75:38:00,3784,TRUMP,3.5 MILLION FROM MOSCOW?,3.5 MILLION FROM MOSCOW?,4,99,50,1,25.77,4,25,50,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
3787,75:40:00,3786,TRUMP,"BIDEN: HERE'S THE DEAL, WE WANT","  HERE'S THE DEAL, WE WANT",5,52.71,99,1,25.77,5,0,80,60,20,20,0,20,0,0,0,0,20,0,0,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,0,0,0,20,0,0
3789,75:42:00,3788,TRUMP,TO TALK ABOUT FAMILIES AND,TO TALK ABOUT FAMILIES AND,5,93.26,99,1,25.77,5,20,100,60,0,0,0,0,0,0,0,0,0,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,75:42:00,3790,TRUMP,ETHICS.,ETHICS.,1,93.26,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
3793,75:44:00,3792,TRUMP,HIS FAMILY WE GO TO TALK ABOUT,HIS FAMILY WE GO TO TALK ABOUT,7,68.29,99,1,25.77,7,0,100,57.14,28.57,28.57,0,14.29,0,14.29,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,57.14,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,75:52:00,3794,TRUMP,ALL NIGHT.,ALL NIGHT.,2,93.26,50,99,25.77,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
3797,75:52:00,3796,TRUMP,[INAUDIBLE],[INAUDIBLE],1,93.26,50,1,25.77,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200
3799,75:59:00,3798,TRUMP,MODERATOR: MR. PRESIDENT --,  MR. PRESIDENT --,2,93.26,50,1,25.77,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,150,50,0,0,0,0,0,100,0,0,0,0
3801,76:02:00,3800,BIDEN,BIDEN: IT'S NOT ABOUT FAMILY.,  IT'S NOT ABOUT FAMILY.,4,1,1,74.76,25.77,4,0,100,75,25,0,0,0,0,0,0,25,0,25,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,25,0,0
3803,76:04:00,3802,BIDEN,HE DOESN'T WANT TO TALK ABOUT,HE DOESN'T WANT TO TALK ABOUT,6,18.82,95.2,1,25.77,6,0,100,66.67,16.67,16.67,0,0,0,16.67,0,0,0,33.33,16.67,16.67,0,16.67,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0
3805,76:06:00,3804,BIDEN,"WHAT YOU NEED, THE AMERICAN","WHAT YOU NEED, THE AMERICAN",5,52.71,99,1,25.77,5,20,80,60,40,20,0,0,20,0,0,20,20,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0
3807,76:07:00,3806,BIDEN,PEOPLE.,PEOPLE.,1,93.26,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
3809,76:09:00,3808,BIDEN,"IT'S ABOUT YOU, THAT'S WHAT WE","IT'S ABOUT YOU, THAT'S WHAT WE",6,1,99,1,25.77,6,0,100,100,83.33,33.33,0,16.67,16.67,0,0,50,0,16.67,33.33,16.67,0,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,16.67,0,0,0,0,0,0,33.33,0,0
3811,76:10:00,3810,BIDEN,ARE TALKING ABOUT HERE.,ARE TALKING ABOUT HERE.,4,1.92,99,1,25.77,4,25,100,75,0,0,0,0,0,0,0,0,0,25,25,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
3813,76:11:00,3812,BIDEN,MODERATOR: THAT IS THE END OF,  THAT IS THE END OF,5,93.26,50,43.37,25.77,5,0,100,80,20,0,0,0,0,0,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,76:11:00,3814,BIDEN,THIS SEGMENT.,THIS SEGMENT.,2,1.92,50,99,25.77,2,50,100,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
3817,76:14:00,3816,BIDEN,WE ARE MOVING ON.,WE ARE MOVING ON.,4,38.6,99,99,25.77,4,0,100,75,25,25,0,25,0,0,0,0,0,25,25,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
3819,76:21:00,3818,TRUMP,TRUMP: CAN I BE HONEST --,  CAN I BE HONEST --,4,1,1,74.76,99,4,0,100,75,25,25,25,0,0,0,0,0,0,0,50,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0
3821,76:30:00,3820,WALLACE,"MODERATOR: NO, SIR [INAUDIBLE]","  NO, SIR [INAUDIBLE]",3,18.82,50,1,25.77,3,33.33,100,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,33.33,0,0,0,0,0,0,0,0,66.67
3823,76:32:00,3822,WALLACE,"MODERATOR: GENTLEMEN, I HATE TO","  GENTLEMEN, I HATE TO",4,93.26,50,74.76,1,4,25,100,50,25,25,25,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,25,0,25,0,25,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0
